ID,ORF_MA,ORF,GENE
2392,YKL151C,YKL151C,NNR2
2393,YBR030W,YBR030W,RKM3
2394,YGR067C,YGR067C,YGR067C
2395,YOR205C,YOR205C,GEP3
2396,YDR481C,YDR481C,PHO8
2397,YDR076W,YDR076W,RAD55
2398,YIL088C,YIL088C,AVT7
2399,YOL010W,YOL010W,RCL1
2400,YDR027C,YDR027C,VPS54
2401,YIL150C,YIL150C,MCM10
2402,YOR243C,YOR243C,PUS7
2403,YDR182W,YDR182W,CDC1
2404,YJL013C,YJL013C,MAD3
2405,YOR101W,YOR101W,RAS1
2406,YDR103W,YDR103W,STE5
2407,YJR040W,YJR040W,GEF1
2408,YPL240C,YPL240C,HSP82
2409,YDR400W,YDR400W,URH1
2410,YKR037C,YKR037C,SPC34
2412,YDR255C,YDR255C,RMD5
2413,YKL068W,YKL068W,NUP100
2414,YPR097W,YPR097W,YPR097W
2415,YEL063C,YEL063C,CAN1
2416,YLR063W,YLR063W,BMT6
2417,YOR307C,YOR307C,SLY41
2418,YER025W,YER025W,GCD11
2419,YKR017C,YKR017C,HEL1
2420,YAR018C,YAR018C,KIN3
2421,YIL124W,YIL124W,AYR1
2422,YMR281W,YMR281W,GPI12
2423,YDR489W,YDR489W,SLD5
2424,YDL127W,YDL127W,PCL2
2425,YJR096W,YJR096W,YJR096W
2426,YLR079W,YLR079W,SIC1
2427,YOL092W,YOL092W,YPQ1
2428,YPR183W,YPR183W,DPM1
2429,YPL033C,YPL033C,SRL4
2431,YOR115C,YOR115C,TRS33
2432,YIL003W,YIL003W,CFD1
2433,YPR109W,YPR109W,YPR109W
2434,YOR040W,YOR040W,GLO4
2435,YHL026C,YHL026C,YHL026C
2436,YOR095C,YOR095C,RKI1
2437,YDR337W,YDR337W,MRPS28
2438,YPR199C,YPR199C,ARR1
2439,YLR091W,YLR091W,GEP5
2440,YJL145W,YJL145W,SFH5
2443,YDR494W,YDR494W,RSM28
2444,YKR025W,YKR025W,RPC37
2445,YOR010C,YOR010C,TIR2
2446,YNL195C,YNL195C,YNL195C
2447,YHR140W,YHR140W,YHR140W
2448,YOL142W,YOL142W,RRP40
2449,YMR077C,YMR077C,VPS20
2450,YPL078C,YPL078C,ATP4
2451,YER100W,YER100W,UBC6
2452,YCL012W,YCL014W,YCL012W
2453,YKR014C,YKR014C,YPT52
2454,YBR111C,YBR111C,YSA1
2455,YPL107W,YPL107W,YPL107W
2456,YGR126W,YGR126W,YGR126W
2459,YLR250W,YLR250W,SSP120
2460,YIL118W,YIL118W,RHO3
2461,YEL057C,YEL057C,SDD1
2462,YLR178C,YLR178C,TFS1
2463,YGR158C,YGR158C,MTR3
2464,YLR391W-A,YLR390W-A,YLR391W-A
2465,YPR131C,YPR131C,NAT3
2466,YBL038W,YBL038W,MRPL16
2467,YBR197C,YBR197C,YBR197C
2468,YGR006W,YGR006W,PRP18
2470,YLR065C,YLR065C,ENV10
2471,YBR084C-A,YBR084C-A,RPL19a
2472,YDR373W,YDR373W,FRQ1
2473,YIL164C,YIL164C,NIT1
2474,YHR148W,YHR148W,IMP3
2475,YKL196C,YKL196C,YKT6
2476,YNL056W,YNL056W,OCA2
2477,YGL211W,YGL211W,NCS6
2478,YHR153C,YHR153C,SPO16
2479,YPL218W,YPL218W,SAR1
2480,YLR031W,YLR031W,YLR031W
2481,YDR121W,YDR121W,DPB4
2482,YNL222W,YNL222W,SSU72
2483,YML079W,YML079W,YML079W
2485,YJL218W,YJL218W,YJL218W
2487,YPL239W,YPL239W,YAR1
2488,YAL008W,YAL008W,FUN14
2489,YOL029C,YOL029C,YOL029C
2490,YER034W,YER034W,YER034W
2491,YCL076W,YCL076W,YCL076W
2492,YGL247W,YGL247W,BRR6
2493,YLL053C,YLL053C,YLL053C
2494,YIL004C,YIL004C,BET1
2495,YNL179C,YNL179C,YNL179C
2496,YLR245C,YLR245C,CDD1
2497,YNR022C,YNR022C,MRPL50
2498,YPR063C,YPR063C,YPR063C
2499,YNR036C,YNR036C,MRPS12
2500,YFR033C,YFR033C,QCR6
2501,YER044C,YER044C,ERG28
2502,YHR095W,YHR095W,YHR095W
2503,YDL123W,YDL123W,SNA4
2504,YGR035C,YGR035C,YGR035C
2505,YKR049C,YKR049C,FMP46
2506,YMR298W,YMR298W,LIP1
2507,YER109C,YER109C,FLO8
2509,YJR044C,YJR044C,VPS55
2510,YDR156W,YDR156W,RPA14
2511,YOL108C,YOL108C,INO4
2513,YMR292W,YMR292W,GOT1
2514,YBR258C,YBR258C,SHG1
2515,YLR408C,YLR408C,BLS1
2516,YBR194W,YBR194W,AIM4
2517,YOR159C,YOR159C,SME1
2518,YOL048C,YOL048C,RRT8
2519,YDR363W-A,YDR363W-A,SEM1
2520,YPL056C,YPL056C,LCL1
2521,YIL058W,YIL058W,YIL058W
2522,YDL181W,YDL181W,INH1
2523,YAR069C,YAR069C,YAR069C
2524,YOR020C,YOR020C,HSP10
2525,YGR206W,YGR206W,MVB12
2526,YIL025C,YIL025C,YIL025C
2527,YPL183W-A,YPL183W-A,RTC6
2528,YCR020C-A,YCR020C-A,MAK31
2529,YER048W-A,YER048W-A,ISD11
2530,YDR278C,YDR278C,YDR278C
2531,YIL086C,YIL086C,YIL086C
2532,YAR064W,YAR064W,YAR064W
2533,YKL053C-A,YKL053C-A,MDM35
2534,YEL020W-A,YEL020W-A,TIM9
2535,YJL007C,YJL007C,YJL007C
2536,YLR346C,YLR346C,CIS1
2537,YDR220C,YDR220C,YDR220C
2538,YOL013W-A,YOL013W-A,YOL013W-A
2539,YDR525W-A,YDR525W-A,SNA2
2540,YLR327C,YLR327C,TMA10
2541,YJL152W,YJL152W,YJL152W
2542,YDR328C,YDR328C,SKP1
2543,YMR173W,YMR173W,DDR48
2544,YGR074W,YGR074W,SMD1
2545,YDR455C,YDR455C,YDR455C
2547,YJL015C,YJL015C,YJL015C
2548,YLR428C,YLR428C,YLR428C
2549,YFR056C,YFR056C,YFR056C
2550,YLR140W,YLR140W,YLR140W
2551,YDR445C,YDR445C,YDR445C
2552,YDR048C,YDR048C,YDR048C
2553,YBR124W,YBR124W,YBR124W
2554,YDR290W,YDR290W,YDR290W
2555,YGL074C,YGL074C,YGL074C
2556,YBR116C,YBR116C,YBR116C
2557,YJL169W,YJL169W,YJL169W
2558,YLR281C,YLR281C,YLR281C
2559,YBR100W,YBR098W,YBR100W
2560,YML094W,YML094W,GIM5
2561,YGR181W,YGR181W,TIM13
2562,YAR031W,YAR031W,PRM9
2563,YLR279W,YLR279W,YLR279W
2564,YBL073W,YBL073W,YBL073W
2565,YPL073C,YPL073C,YPL073C
2566,YMR306C-A,YMR306C-A,YMR306C-A
2567,YJL064W,YJL064W,YJL064W
2568,YPR100W,YPR100W,MRPL51
2569,YMR294W-A,YMR294W-A,YMR294W-A
2570,YDL050C,YDL050C,YDL050C
2571,YDR025W,YDR025W,RPS11a
2572,YBR010W,YBR010W,HHT1
2573,YCR049C,YCR049C,YCR049C
2574,YJL191W,YJL191W,RPS14b
2575,YGL102C,YGL102C,YGL102C
2576,YBL053W,YBL053W,YBL053W
2577,YER074W,YER074W,RPS24a
2578,YIL060W,YIL060W,YIL060W
2579,YNL266W,YNL266W,YNL266W
2580,YOR055W,YOR055W,YOR055W
2581,YOR200W,YOR200W,YOR200W
2582,YEL075C,YEL075C,YEL075C
2583,YOR325W,YOR325W,YOR325W
2584,YBR226C,YBR226C,YBR226C
2585,YOR139C,YOR139C,YOR139C
2586,YDR417C,YDR417C,YDR417C
2587,YBL087C,YBL087C,RPL23a
2589,YPR126C,YPR126C,YPR126C
2590,YPR043W,YPR043W,RPL43a
2591,YKR047W,YKR047W,YKR047W
2592,YGR032W,YGR032W,GSC2
2593,YNR025C,YNR025C,YNR025C
2594,YML117W-A,Unknown,Unknown
2595,YBL108W,YBL108W,YBL108W
2596,YDR094W,YDR094W,YDR094W
2597,YDR114C,YDR114C,YDR114C
2598,YBL107W-A,YBL107W-A,YBL107W-A
2599,YPR051W,YPR051W,MAK3
2600,YLR041W,YLR041W,YLR041W
2601,YCL046W,YCL046W,YCL046W
2602,YHR021C,YHR021C,RPS27b
2603,YIR044C,YIR044C,YIR044C
2604,YMR158C-B,YMR158C-A,YMR158C-B
2605,YBL096C,YBL096C,YBL096C
2606,YFL011W-A,YFL010W-A,YFL011W-A
2608,YGL260W,YGL260W,YGL260W
2609,YLR287C-A,YLR287C-A,RPS30a
2610,YDL184C,YDL184C,RPL41a
2611,YDL026W,YDL026W,YDL026W
2612,YJL009W,YJL009W,YJL009W
2646,YBR235W,YBR235W,VHC1
2647,YJR137C,YJR137C,MET5
2648,YDR040C,YDR040C,ENA1
2650,YDR128W,YDR128W,MTC5
2651,YKL205W,YKL205W,LOS1
2652,YJL039C,YJL039C,NUP192
2653,YIL048W,YIL048W,NEO1
2654,YOL087C,YOL087C,DUF1
2656,YAL019W,YAL019W,FUN30
2657,YOR341W,YOR341W,RPA190
2658,YDR093W,YDR093W,DNF2
2659,YLR310C,YLR310C,CDC25
2660,YFL033C,YFL033C,RIM15
2661,YCR033W,YCR033W,SNT1
2662,YGR032W,YGR032W,GSC2
2663,YER164W,YER164W,CHD1
2664,YMR306W,YMR306W,FKS3
2665,YMR190C,YMR190C,SGS1
2666,YDL140C,YDL140C,RPO21
2667,YJR066W,YJR066W,TOR1
2668,YAL029C,YAL029C,MYO4
2669,YLR422W,YLR422W,DCK1
2670,YNL180C,YNL180C,RHO5
2672,YER147C,YER147C,SCC4
2673,YER167W,YER167W,BCK2
2674,YOL021C,YOL021C,DIS3
2675,YDR449C,YDR449C,UTP6
2676,YBR196C,YBR196C,PGI1
2677,YMR288W,YMR288W,HSH155
2678,YNL121C,YNL121C,TOM70
2679,YIL090W,YIL090W,ICE2
2680,YDR090C,YDR090C,YDR090C
2681,YEL040W,YEL040W,UTR2
2682,YHR032W,YHR032W,ERC1
2683,YPR065W,YPR065W,ROX1
2684,YCL057W,YCL057W,PRD1
2685,YPL005W,YPL005W,AEP3
2686,YEL023C,YEL023C,YEL023C
2687,YLR219W,YLR219W,MSC3
2688,YJL171C,YJL171C,TOH1
2689,YHR166C,YHR166C,CDC23
2690,YER059W,YER059W,PCL6
2691,YFL050C,YFL050C,ALR2
2692,YGR059W,YGR059W,SPR3
2693,YPL147W,YPL147W,PXA1
2694,YKL106W,YKL106W,AAT1
2695,YMR135C,YMR135C,GID8
2696,YGR155W,YGR155W,CYS4
2697,YDR117C,YDR117C,TMA64
2698,YLR148W,YLR148W,PEP3
2699,YHR179W,YHR179W,OYE2
2700,YNL082W,YNL082W,PMS1
2701,YPR047W,YPR047W,MSF1
2702,YLR190W,YLR190W,MMR1
2703,YHR073W,YHR073W,OSH3
2704,YMR113W,YMR113W,FOL3
2706,YNR060W,YNR060W,FRE4
2707,YDR273W,YDR273W,DON1
2708,YOL112W,YOL112W,MSB4
2709,YML124C,YML124C,TUB3
2710,YOR037W,YOR037W,CYC2
2711,YKR071C,YKR071C,DRE2
2712,YOR073W,YOR073W,SGO1
2713,YIL063C,YIL063C,YRB2
2715,YNR015W,YNR015W,SMM1
2716,YPR171W,YPR171W,BSP1
2717,YMR031C,YMR031C,EIS1
2718,YJR006W,YJR006W,POL31
2719,YER136W,YER136W,GDI1
2720,YPR034W,YPR034W,ARP7
2721,YMR305C,YMR305C,SCW10
2722,YLR354C,YLR354C,TAL1
2723,YHR176W,YHR176W,FMO1
2724,YKL193C,YKL193C,SDS22
2725,YFL048C,YFL048C,EMP47
2726,YCL051W,YCL051W,LRE1
2727,YOR034C,YOR034C,AKR2
2728,YMR091C,YMR091C,NPL6
2729,YJL116C,YJL116C,NCA3
2731,YGR143W,YGR143W,SKN1
2732,YDR195W,YDR195W,REF2
2733,YPL262W,YPL262W,FUM1
2734,YPL006W,YPL006W,NCR1
2735,YLR113W,YLR113W,HOG1
2736,YLR214W,YLR214W,FRE1
2738,YER069W,YER069W,"ARG5,6"
2739,YDL216C,YDL216C,RRI1
2740,YPR157W,YPR157W,TDA6
2741,YOR187W,YOR187W,TUF1
2742,YHL016C,YHL016C,DUR3
2743,YBL089W,YBL089W,AVT5
2744,YHL028W,YHL028W,WSC4
2745,YPR141C,YPR141C,KAR3
2746,YML076C,YML076C,WAR1
2747,YDL095W,YDL095W,PMT1
2748,YHR004C,YHR004C,NEM1
2749,YBR270C,YBR270C,BIT2
2750,YJL216C,YJL216C,IMA5
2751,YCR091W,YCR091W,KIN82
2752,YMR102C,YMR102C,YMR102C
2753,YDR065W,YDR065W,RRG1
2754,YJR078W,YJR078W,BNA2
2755,YDR207C,YDR207C,UME6
2756,YKL043W,YKL043W,PHD1
2757,YER014W,YER014W,HEM14
2758,YNL193W,YNL193W,YNL193W
2759,YDR219C,YDR219C,MFB1
2760,YML016C,YML016C,PPZ1
2761,YDR485C,YDR485C,VPS72
2762,YML067C,YML067C,ERV41
2763,YGR055W,YGR055W,MUP1
2764,YNL299W,YNL299W,TRF5
2765,YEL041W,YEL041W,YEF1
2766,YGR080W,YGR080W,TWF1
2767,YOR147W,YOR147W,MDM32
2768,YOR061W,YOR061W,CKA2
2769,YJL134W,YJL134W,LCB3
2770,YDL089W,YDL089W,NUR1
2771,YML116W,YML116W,ATR1
2772,YGR178C,YGR178C,PBP1
2773,YBR026C,YBR026C,ETR1
2774,YOR272W,YOR272W,YTM1
2775,YLL016W,YLL016W,SDC25
2776,YDR393W,YDR393W,SHE9
2777,YMR131C,YMR131C,RRB1
2778,YJL078C,YJL078C,PRY3
2779,YBR172C,YBR172C,SMY2
2780,YPL212C,YPL212C,PUS1
2781,YMR049C,YMR049C,ERB1
2782,YGL084C,YGL084C,GUP1
2783,YNL077W,YNL077W,APJ1
2784,YKL187C,YKL187C,FAT3
2785,YGR111W,YGR111W,YGR111W
2787,YNL072W,YNL072W,RNH201
2788,YHR011W,YHR011W,DIA4
2789,YNR053C,YNR053C,NOG2
2790,YKR044W,YKR044W,UIP5
2791,YDR325W,YDR325W,YCG1
2792,YMR145C,YMR145C,NDE1
2793,YDR204W,YDR204W,COQ4
2794,YNL128W,YNL128W,TEP1
2795,YBR259W,YBR259W,YBR259W
2796,YML006C,YML006C,GIS4
2797,YER032W,YER032W,FIR1
2798,YMR179W,YMR179W,SPT21
2799,YEL017W,YEL017W,GTT3
2800,YNL154C,YNL154C,YCK2
2801,YDL022W,YDL022W,GPD1
2802,YNL080C,YNL080C,EOS1
2803,YGL100W,YGL100W,SEH1
2804,YNL278W,YNL278W,CAF120
2805,YGL178W,YGL178W,MPT5
2806,YNR051C,YNR051C,BRE5
2807,YDL134C,YDL134C,PPH21
2809,YGL233W,YGL233W,SEC15
2810,YOR047C,YOR047C,STD1
2811,YGR279C,YGR279C,SCW4
2812,YOL069W,YOL069W,NUF2
2813,YDR370C,YDR370C,DXO1
2814,YGL116W,YGL116W,CDC20
2815,YMR205C,YMR205C,PFK2
2816,YGL155W,YGL155W,CDC43
2817,YPL164C,YPL164C,MLH3
2818,YGR165W,YGR165W,MRPS35
2819,YNL217W,YNL217W,YNL217W
2820,YGR002C,YGR002C,SWC4
2821,YNL263C,YNL263C,YIF1
2822,YJL046W,YJL046W,AIM22
2823,YPR040W,YPR040W,TIP41
2824,YHR024C,YHR024C,MAS2
2825,YNR043W,YNR043W,MVD1
2826,YGR202C,YGR202C,PCT1
2828,YJR103W,YJR103W,URA8
2829,YPR191W,YPR191W,QCR2
2830,YIL121W,YIL121W,QDR2
2831,YOL022C,YOL022C,TSR4
2832,YIL005W,YIL005W,EPS1
2833,YNR032W,YNR032W,PPG1
2834,YKL139W,YKL139W,CTK1
2835,YBL020W,YBL020W,RFT1
2836,YJL012C,YJL012C,VTC4
2837,YOL126C,YOL126C,MDH2
2838,YOR027W,YOR027W,STI1
2839,YDR329C,YDR329C,PEX3
2840,YLL054C,YLL054C,YLL054C
2841,YOR118W,YOR118W,RTC5
2842,YHR034C,YHR034C,PIH1
2843,YOL152W,YOL152W,FRE7
2844,YOR081C,YOR081C,TGL5
2845,YDR350C,YDR350C,ATP22
2846,YLR242C,YLR242C,ARV1
2847,YPL032C,YPL032C,SVL3
2848,YIL091C,YIL091C,UTP25
2849,YOR028C,YOR028C,CIN5
2850,YPL161C,YPL161C,BEM4
2851,YFR053C,YFR053C,HXK1
2852,YLR459W,YLR459W,GAB1
2853,YPL227C,YPL227C,ALG5
2854,YKL035W,YKL035W,UGP1
2855,YPL111W,YPL111W,CAR1
2856,YPR138C,YPR138C,MEP3
2857,YGR212W,YGR212W,SLI1
2858,YMR013C,YMR013C,SEC59
2859,YBR200W,YBR200W,BEM1
2860,YLR083C,YLR083C,EMP70
2861,YBR199W,YBR199W,KTR4
2863,YMR262W,YMR262W,YMR262W
2864,YKL055C,YKL055C,OAR1
2865,YLR307W,YLR307W,CDA1
2866,YML121W,YML121W,GTR1
2867,YOR311C,YOR311C,DGK1
2868,YHL013C,YHL013C,OTU2
2869,YLR018C,YLR018C,POM34
2870,YLR308W,YLR308W,CDA2
2871,YJL133W,YJL133W,MRS3
2872,YPL132W,YPL132W,COX11
2873,YDR098C,YDR098C,GRX3
2874,YJR083C,YJR083C,ACF4
2875,YPL266W,YPL266W,DIM1
2876,YDR374C,YDR374C,PHO92
2877,YOR222W,YOR222W,ODC2
2878,YNL156C,YNL156C,NSG2
2879,YLR290C,YLR290C,COQ11
2880,YDR068W,YDR068W,DOS2
2881,YBR146W,YBR146W,MRPS9
2882,YHR029C,YHR029C,YHI9
2883,YKL007W,YKL007W,CAP1
2884,YBR160W,YBR160W,CDC28
2885,YHR062C,YHR062C,RPP1
2886,YDR296W,YDR296W,MHR1
2887,YKL096W,YKL096W,CWP1
2888,YDL111C,YDL111C,RRP42
2889,YHR044C,YHR044C,DOG1
2890,YOR152C,YOR152C,ATG40
2891,YLR048W,YLR048W,RPS0b
2892,YHR200W,YHR200W,RPN10
2893,YJR101W,YJR101W,RSM26
2894,YCL034W,YCL034W,LSB5
2895,YNL129W,YNL129W,NRK1
2896,YGL098W,YGL098W,USE1
2897,YLR326W,YLR326W,YLR326W
2899,YLR194C,YLR194C,NCW2
2900,YPL027W,YPL027W,SMA1
2901,YOR358W,YOR358W,HAP5
2902,YGR232W,YGR232W,NAS6
2903,YIR042C,YIR042C,YIR042C
2905,YGL210W,YGL210W,YPT32
2906,YMR157C,YMR157C,AIM36
2907,YBR035C,YBR035C,PDX3
2908,YOR213C,YOR213C,SAS5
2909,YBL093C,YBL093C,ROX3
2910,YAL007C,YAL007C,ERP2
2911,YML053C,YML053C,YML053C
2912,YDR177W,YDR177W,UBC1
2913,YOR294W,YOR294W,RRS1
2914,YFR012W,YFR012W,DCV1
2915,YGL033W,YGL033W,HOP2
2916,YOR258W,YOR258W,HNT3
2917,YBL040C,YBL040C,ERD2
2918,YOR021C,YOR021C,SFM1
2919,YDR487C,YDR487C,RIB3
2920,YPL052W,YPL052W,OAZ1
2921,YHR121W,YHR121W,LSM12
2922,YER012W,YER012W,PRE1
2923,YBR122C,YBR122C,MRPL36
2924,YJL097W,YJL097W,PHS1
2925,YBR106W,YBR106W,PHO88
2926,YDR066C,YDR066C,RTR2
2927,YPL099C,YPL099C,INA17
2929,YER066W,YER066W,RRT13
2930,YKL214C,YKL214C,YRA2
2931,YKL159C,YKL159C,RCN1
2932,YFL031W,YFL031W,HAC1
2934,YDR179C,YDR179C,CSN9
2935,YDL125C,YDL125C,HNT1
2936,YIR037W,YIR037W,HYR1
2937,YOR252W,YOR252W,TMA16
2938,YEL045C,YEL045C,YEL045C
2939,YFL012W,YFL012W,YFL012W
2940,YIL138C,YIL138C,TPM2
2941,YEL044W,YEL044W,IES6
2942,YIL051C,YIL051C,MMF1
2943,YBR012C,YBR012C,YBR012C
2944,YHR217C,YHR217C,YHR217C
2945,YER035W,YER035W,EDC2
2946,YLL042C,YLL042C,ATG10
2947,YKL067W,YKL067W,YNK1
2948,YOR150W,YOR150W,MRPL23
2949,YBR210W,YBR210W,ERV15
2950,YNL281W,YNL281W,HCH1
2951,YIL098C,YIL098C,FMC1
2952,YEL027W,YEL027W,VMA3
2953,YLR315W,YLR315W,NKP2
2954,YIL111W,YIL111W,COX5b
2955,YGR076C,YGR076C,MRPL25
2956,YML033W,YML034W,YML033W
2957,YHL041W,YHL041W,YHL041W
2958,YDR377W,YDR377W,ATP17
2959,YLL030C,YLL030C,RRT7
2960,YML108W,YML108W,YML108W
2961,YNL146W,YNL146W,YNL146W
2962,YDL012C,YDL012C,YDL012C
2963,YIR020C,YIR020C,YIR020C
2964,YLR124W,YLR124W,YLR124W
2965,YOR068C,YOR068C,VAM10
2966,YOR024W,YOR024W,YOR024W
2967,YIL008W,YIL008W,URM1
2968,YPR098C,YPR098C,YPR098C
2969,YNL244C,YNL244C,SUI1
2970,YOL118C,YOL118C,YOL118C
2971,YHR087W,YHR087W,RTC3
2972,YJL166W,YJL166W,QCR8
2974,YAL064W,YAL064W,YAL064W
2975,YNR037C,YNR037C,RSM19
2977,YLR296W,YLR296W,YLR296W
2978,YLR364W,YLR364W,GRX8
2979,YER097W,YER097W,YER097W
2980,YPR146C,YPR146C,YPR146C
2981,YGL182C,YGL182C,YGL182C
2982,YMR245W,YMR245W,YMR245W
2983,YMR074C,YMR074C,SDD2
2984,YLR416C,YLR416C,YLR416C
2985,YLR075W,YLR075W,RPL10
2986,YKL199C,YKL198C,YKL199C
2987,YHR094C,YHR094C,HXT1
2988,YNL185C,YNL185C,MRPL19
2989,YLR262C,YLR262C,YPT6
2990,YBR178W,YBR178W,YBR178W
2991,YER056C,YER056C,FCY2
2992,YKL147C,YKL147C,YKL147C
2993,YOR082C,YOR082C,YOR082C
2994,YLR316C,YLR316C,TAD3
2995,YDL069C,YDL069C,CBS1
2996,YPR053C,YPR053C,YPR053C
2997,YJR128W,YJR128W,YJR128W
2998,YOR199W,YOR199W,YOR199W
2999,YKL219W,YKL219W,COS9
3000,YPR111W,YPR111W,DBF20
3002,YOR120W,YOR120W,GCY1
3003,YOR332W,YOR332W,VMA4
3004,YJR048W,YJR048W,CYC1
3005,YOL134C,YOL134C,YOL134C
3006,YAL004W,YAL004W,YAL004W
3007,YML073C,YML073C,RPL6a
3008,YOR331C,YOR331C,YOR331C
3009,YOL099C,YOL099C,YOL099C
3010,YDR093W,YDR093W,DNF2
3011,YBR048W,YBR048W,RPS11b
3012,YOL120C,YOL120C,RPL18a
3013,YKL202W,YKL202W,YKL202W
3014,YNL120C,YNL120C,YNL120C
3015,YPL276W,YPL276W,YPL276W
3016,YCR087C-A,YCR087C-A,YCR087C-A
3017,YGR118W,YGR118W,RPS23a
3018,YMR142C,YMR142C,RPL13b
3019,YPR197C,YPR197C,YPR197C
3020,YPL044C,YPL044C,YPL044C
3021,YDR544C,YDR544C,YDR544C
3022,YFL063W,YFL063W,YFL063W
3023,YPR132W,YPR132W,RPS23b
3024,YKR035W-A,YKR035W-A,DID2
3025,YNL140C,YNL140C,YNL140C
3026,YLR463C,YLR463C,YLR463C
3027,YGL259W,YGL259W,YPS5
3028,YJL220W,YJL220W,YJL220W
3029,YLL044W,Unknown,Unknown
3030,YCR001W,YCR001W,YCR001W
3031,YOR167C,YOR167C,RPS28a
3032,YEL059C-A,YEL059C-A,SOM1
3033,YDR034W-B,YDR034W-B,YDR034W-B
3036,YLR395C,YLR395C,COX8
3037,YOR210W,YOR210W,RPB10
3038,YDR276C,YDR276C,PMP3
3039,YDR461W,YDR461W,MFA1
3042,YHR001W-A,YHR001W-A,QCR10
3043,YLL009C,YLL009C,COX17
3044,YMR256C,YMR256C,COX7
3045,YOR302W,YOR302W,YOR302W
3048,YNR032C-A,YNR032C-A,HUB1
3049,YCR102W-A,YCR102W-A,YCR102W-A
3050,YNL070W,YNL070W,TOM7
3087,YLL048C,YLL048C,YBT1
3088,YMR050C,YMR050C,YMR050C
3089,YIR033W,YIR033W,MGA2
3090,YPL022W,YPL022W,RAD1
3091,YLR342W,YLR342W,FKS1
3092,YOR296W,YOR296W,YOR296W
3093,YJR092W,YJR092W,BUD4
3094,YEL025C,YEL025C,YEL025C
3095,YHL030W,YHL030W,ECM29
3096,YKR054C,YKR054C,DYN1
3097,YDL112W,YDL112W,TRM3
3098,YER132C,YER132C,PMD1
3099,YOR188W,YOR188W,MSB1
3100,YDR301W,YDR301W,CFT1
3101,YNR031C,YNR031C,SSK2
3102,YMR219W,YMR219W,ESC1
3103,YPL012W,YPL012W,RRP12
3104,YHR080C,YHR080C,LAM4
3105,YIL013C,YIL013C,PDR11
3106,YOR304W,YOR304W,ISW2
3107,YIL173W,YIL173W,VTH1
3108,YPL217C,YPL217C,BMS1
3109,YGL173C,YGL173C,XRN1
3110,YDR104C,YDR104C,SPO71
3111,YGL120C,YGL120C,PRP43
3112,YFL011W,YFL011W,HXT10
3113,YPR025C,YPR025C,CCL1
3114,YGR276C,YGR276C,RNH70
3115,YMR023C,YMR023C,MSS1
3116,YER052C,YER052C,HOM3
3117,YKL060C,YKL060C,FBA1
3118,YLL005C,YLL005C,SPO75
3119,YDL038C,YDL038C,YDL038C
3120,YJL156C,YJL156C,SSY5
3121,YOL053W,YOL053W,AIM39
3122,YFR034C,YFR034C,PHO4
3123,YLR389C,YLR389C,STE23
3124,YNL167C,YNL167C,SKO1
3125,YGL157W,YGL157W,ARI1
3126,YKR058W,YKR058W,GLG1
3127,YPL268W,YPL268W,PLC1
3128,YGR005C,YGR005C,TFG2
3129,YOL066C,YOL066C,RIB2
3130,YNL311C,YNL311C,SKP2
3131,YGR054W,YGR054W,YGR054W
3132,YML023C,YML023C,NSE5
3133,YBR222C,YBR222C,PCS60
3134,YKR088C,YKR088C,TVP38
3135,YLR141W,YLR141W,RRN5
3136,YIL077C,YIL077C,YIL077C
3137,YOR134W,YOR134W,BAG7
3138,YDL155W,YDL155W,CLB3
3139,YGR179C,YGR179C,OKP1
3140,YGR113W,YGR113W,DAM1
3141,YOR161C,YOR161C,PNS1
3142,YML035C,YML035C,AMD1
3143,YDR387C,YDR387C,CIN10
3144,YDR001C,YDR001C,NTH1
3145,YIL119C,YIL119C,RPI1
3146,YLR057W,YLR057W,MNL2
3147,YBR216C,YBR216C,YBP1
3148,YPL195W,YPL195W,APL5
3149,YHR042W,YHR042W,NCP1
3150,YFL052W,YFL052W,ZNF1
3151,YIL137C,YIL137C,TMA108
3152,YLR321C,YLR321C,SFH1
3153,YCR054C,YCR054C,CTR86
3154,YDR541C,YDR541C,YDR541C
3155,YJL084C,YJL084C,ALY2
3156,YIR003W,YIR003W,AIM21
3157,YKL126W,YKL126W,YPK1
3158,YMR106C,YMR106C,YKU80
3159,YDR532C,YDR532C,KRE28
3160,YOR070C,YOR070C,GYP1
3161,YLL008W,YLL008W,DRS1
3162,YKL079W,YKL079W,SMY1
3163,YKR084C,YKR084C,HBS1
3164,YJL081C,YJL081C,ARP4
3165,YGL038C,YGL038C,OCH1
3166,YAL010C,YAL010C,MDM10
3167,YML056C,YML056C,IMD4
3168,YLR239C,YLR239C,LIP2
3169,YLR451W,YLR451W,LEU3
3170,YJR059W,YJR059W,PTK2
3171,YHR037W,YHR037W,PUT2
3172,YBR003W,YBR003W,COQ1
3173,YNL117W,YNL117W,MLS1
3174,YMR180C,YMR180C,CTL1
3175,YOR206W,YOR206W,NOC2
3176,YML018C,YML018C,YML018C
3177,YJL025W,YJL025W,RRN7
3178,YEL020C,YEL020C,PXP1
3179,YBL084C,YBL084C,CDC27
3180,YNR001C,YNR001C,CIT1
3181,YOR301W,YOR301W,RAX1
3182,YNL022C,YNL022C,RCM1
3183,YNL048W,YNL048W,ALG11
3185,YEL061C,YEL061C,CIN8
3186,YMR296C,YMR296C,LCB1
3187,YHR151C,YHR151C,MTC6
3188,YDR054C,YDR054C,CDC34
