ID,ORF_MA,ORF,GENE
3189,YOL031C,YOL031C,SIL1
3190,YKL032C,YKL032C,IXR1
3192,YNR008W,YNR008W,LRO1
3193,YLR341W,YLR341W,SPO77
3194,YDR113C,YDR113C,PDS1
3195,YOR241W,YOR241W,MET7
3196,YOL011W,YOL011W,PLB3
3197,YGL227W,YGL227W,VID30
3198,YOR337W,YOR337W,TEA1
3199,YMR017W,YMR017W,SPO20
3200,YDR160W,YDR160W,SSY1
3202,YPL235W,YPL235W,RVB2
3203,YGR189C,YGR189C,CRH1
3204,YOR363C,YOR363C,PIP2
3205,YOL023W,YOL023W,IFM1
3206,YDR341C,YDR341C,YDR341C
3207,YDR256C,YDR256C,CTA1
3208,YLR092W,YLR092W,SUL2
3209,YGR252W,YGR252W,GCN5
3210,YDR474C,YDR474C,YDR474C
3211,YBR142W,YBR142W,MAK5
3212,YMR310C,YMR310C,YMR310C
3213,YER027C,YER027C,GAL83
3214,YLR263W,YLR263W,RED1
3215,YGR288W,YGR288W,MAL13
3216,YER118C,YER118C,SHO1
3217,YCL052C,YCL052C,PBN1
3218,YNL291C,YNL291C,MID1
3219,YGR013W,YGR013W,SNU71
3220,YML088W,YML088W,UFO1
3221,YIL130W,YIL130W,ASG1
3222,YHR135C,YHR135C,YCK1
3223,YDR332W,YDR332W,IRC3
3224,YNR052C,YNR052C,POP2
3225,YGR141W,YGR141W,VPS62
3226,YNL223W,YNL223W,ATG4
3227,YLR080W,YLR080W,EMP46
3228,YJL153C,YJL153C,INO1
3229,YHL011C,YHL011C,PRS3
3230,YPR112C,YPR112C,MRD1
3231,YHR172W,YHR172W,SPC97
3232,YBR054W,YBR054W,YRO2
3233,YJL128C,YJL128C,PBS2
3234,YDL170W,YDL170W,UGA3
3235,YJL021C,YJL020C,YJL021C
3236,YBR015C,YBR015C,MNN2
3237,YKL145W,YKL145W,RPT1
3238,YDL167C,YDL167C,NRP1
3239,YLR196W,YLR196W,PWP1
3240,YDR018C,YDR018C,YDR018C
3241,YJL105W,YJL105W,SET4
3242,YBR149W,YBR149W,ARA1
3243,YML074C,YML074C,FPR3
3244,YDR091C,YDR091C,RLI1
3245,YMR008C,YMR008C,PLB1
3246,YDR254W,YDR254W,CHL4
3247,YKL171W,YKL171W,NNK1
3248,YDL003W,YDL003W,MCD1
3249,YMR116C,YMR116C,ASC1
3250,YDR365C,YDR365C,ESF1
3251,YNL125C,YNL125C,ESBP6
3252,YDR372C,YDR372C,VPS74
3253,YLR133W,YLR133W,CKI1
3254,YDL037C,YDL037C,BSC1
3255,YCL037C,YCL037C,SRO9
3256,YKR056W,YKR056W,TRM2
3257,YBR098W,YBR098W,MMS4
3258,YGR188C,YGR188C,BUB1
3259,YPL101W,YPL101W,ELP4
3260,YGL095C,YGL095C,VPS45
3261,YDL209C,YDL209C,CWC2
3262,YLR014C,YLR014C,PPR1
3263,YBR156C,YBR156C,SLI15
3264,YJL196C,YJL196C,ELO1
3265,YPL180W,YPL180W,TCO89
3266,YGL194C,YGL194C,HOS2
3267,YER054C,YER054C,GIP2
3268,YML086C,YML086C,ALO1
3269,YDL084W,YDL084W,SUB2
3270,YKL178C,YKL178C,STE3
3271,YPR121W,YPR121W,THI22
3272,YGR250C,YGR250C,RIE1
3273,YFL041W,YFL041W,FET5
3274,YNL026W,YNL026W,SAM50
3275,YDR247W,YDR247W,VHS1
3276,YNL132W,YNL132W,KRE33
3277,YBL046W,YBL046W,PSY4
3278,YHR112C,YHR112C,YHR112C
3279,YER091C,YER091C,MET6
3280,YMR144W,YMR144W,FDO1
3281,YPL083C,YPL083C,SEN54
3282,YER186C,YER186C,YER186C
3283,YLL001W,YLL001W,DNM1
3284,YBR006W,YBR006W,UGA2
3285,YGR041W,YGR041W,BUD9
3286,YNL068C,YNL068C,FKH2
3287,YPL175W,YPL175W,SPT14
3288,YGR117C,YGR117C,YGR117C
3289,YLR361C,YLR361C,DCR2
3290,YBR058C,YBR058C,UBP14
3291,YGR110W,YGR110W,CLD1
3292,YNL160W,YNL160W,YGP1
3293,YPR024W,YPR024W,YME1
3294,YHR040W,YHR040W,BCD1
3295,YNL134C,YNL134C,YNL134C
3296,YBR182C,YBR182C,SMP1
3298,YNL188W,YNL188W,KAR1
3299,YCL043C,YCL043C,PDI1
3300,YHR107C,YHR107C,CDC12
3301,YOL122C,YOL122C,SMF1
3302,YCR017C,YCR017C,CWH43
3303,YNL312W,YNL312W,RFA2
3304,YOR238W,YOR238W,YOR238W
3305,YGR222W,YGR222W,PET54
3306,YDR446W,YDR446W,ECM11
3307,YKL128C,YKL128C,PMU1
3308,YGR201C,YGR201C,YGR201C
3309,YGL057C,YGL057C,GEP7
3310,YFL028C,YFL028C,CAF16
3311,YOR287C,YOR287C,RRP36
3312,YPR066W,YPR066W,UBA3
3313,YNL010W,YNL010W,YNL010W
3314,YML105C,YML105C,SEC65
3315,YNL194C,YNL194C,YNL194C
3316,YOR106W,YOR106W,VAM3
3317,YFR032C,YFR032C,RRT5
3318,YCR009C,YCR009C,RVS161
3319,YDR099W,YDR099W,BMH2
3320,YER175C,YER175C,TMT1
3321,YDL114W,YDL114W,YDL114W
3322,YPL094C,YPL094C,SEC62
3323,YOR223W,YOR223W,DSC3
3324,YFR052W,YFR052W,RPN12
3325,YML112W,YML112W,CTK3
3326,YLL023C,YLL023C,POM33
3327,YCR007C,YCR007C,YCR007C
3328,YLL027W,YLL027W,ISA1
3329,YBR070C,YBR070C,ALG14
3330,YHR038W,YHR038W,RRF1
3331,YPR071W,YPR071W,YPR071W
3332,YNL213C,YNL213C,RRG9
3333,YIL139C,YIL139C,REV7
3334,YOL038W,YOL038W,PRE6
3335,YLR078C,YLR078C,BOS1
3336,YIR001C,YIR001C,SGN1
3337,YDR196C,YDR196C,CAB5
3338,YEL001C,YEL001C,IRC22
3339,YBR107C,YBR107C,IML3
3340,YGR075C,YGR075C,PRP38
3341,YBR153W,YBR153W,RIB7
3342,YMR117C,YMR117C,SPC24
3343,YGR247W,YGR247W,CPD1
3344,YGR167W,YGR167W,CLC1
3345,YGL011C,YGL011C,SCL1
3346,YKL130C,YKL130C,SHE2
3347,YGR057C,YGR057C,LST7
3348,YKL142W,YKL142W,MRP8
3349,YHR013C,YHR013C,ARD1
3350,YER174C,YER174C,GRX4
3351,YKL024C,YKL024C,URA6
3352,YPL051W,YPL051W,ARL3
3353,YBR014C,YBR014C,GRX7
3354,YDR453C,YDR453C,TSA2
3355,YPR172W,YPR172W,YPR172W
3356,YOR097C,YOR097C,YOR097C
3357,YJL177W,YJL177W,RPL17b
3358,YJR118C,YJR118C,ILM1
3359,YHR193C,YHR193C,EGD2
3360,YIR032C,YIR032C,DAL3
3361,YPL067C,YPL067C,YPL067C
3362,YDR535C,YDR535C,YDR535C
3363,YJR102C,YJR102C,VPS25
3364,YLR066W,YLR066W,SPC3
3365,YMR138W,YMR138W,CIN4
3366,YGR001C,YGR001C,EFM5
3367,YLL049W,YLL049W,LDB18
3368,YDL120W,YDL120W,YFH1
3369,YLR073C,YLR073C,RFU1
3370,YGR082W,YGR082W,TOM20
3372,YKL186C,YKL186C,MTR2
3373,YPL211W,YPL211W,NIP7
3374,YEL067C,YEL067C,YEL067C
3375,YDL121C,YDL121C,YDL121C
3376,YDR437W,YDR437W,GPI19
3377,YBR201W,YBR201W,DER1
3378,YMR151W,YMR151W,YIM2
3379,YPL250C,YPL250C,ATG41
3380,YLR013W,YLR013W,GAT3
3381,YDR513W,YDR513W,GRX2
3382,YNL328C,YNL328C,MDJ2
3383,YBR109C,YBR109C,CMD1
3384,YPR064W,YPR064W,YPR064W
3385,YLL050C,YLL050C,COF1
3386,YJR067C,YJR067C,YAE1
3387,YJR058C,YJR058C,APS2
3388,YDR100W,YDR100W,TVP15
3389,YHR136C,YHR136C,SPL2
3390,YDR519W,YDR519W,FPR2
3391,YMR123W,YMR123W,PKR1
3392,YDR095C,YDR095C,YDR095C
3393,YPL170W,YPL170W,DAP1
3394,YDR252W,YDR252W,BTT1
3395,YOR392W,YOR392W,YOR392W
3396,YMR269W,YMR269W,TMA23
3397,YBL092W,YBL092W,RPL32
3398,YNL143C,YNL143C,YNL143C
3399,YBL028C,YBL028C,YBL028C
3400,YPL046C,YPL046C,ELC1
3401,YNL198C,YNL198C,YNL198C
3402,YAR053W,YAR053W,YAR053W
3403,YIR020W-B,Unknown,Unknown
3404,YLR038C,YLR038C,COX12
3405,YFL032W,YFL032W,YFL032W
3406,YKR032W,YKR032W,YKR032W
3407,YKL102C,YKL102C,YKL102C
3408,YKL006C-A,YKL006C-A,SFT1
3409,YML084W,YML084W,YML084W
3410,YDL130W-A,YDL130W-A,STF1
3411,YMR320W,YMR320W,YMR320W
3412,YKR057W,YKR057W,RPS21a
3413,YDR241W,YDR241W,BUD26
3414,YLR438C-A,YLR438C-A,LSM3
3415,YGL032C,YGL032C,AGA2
3416,YNL211C,YNL211C,MRX7
3418,YDR510W,YDR510W,SMT3
3419,YMR007W,YMR007W,YMR007W
3420,YER146W,YER146W,LSM5
3421,YCR085W,YCR085W,YCR085W
3422,YGR008C,YGR008C,STF2
3423,YNL044W,YNL044W,YIP3
3424,YDL152W,YDL152W,YDL152W
3425,YLR252W,YLR252W,YLR252W
3426,YLR379W,YLR379W,YLR379W
3427,YDR412W,YDR412W,RRP17
3428,YDR340W,YDR340W,YDR340W
3429,YJR071W,YJR071W,YJR071W
3430,YDR187C,YDR187C,YDR187C
3431,YDL009C,YDL009C,YDL009C
3432,YKL097W-A,YKL096W-A,YKL097W-A
3433,YBL065W,YBL065W,YBL065W
3434,YJL120W,YJL120W,YJL120W
3435,YDR366C,YDR366C,YDR366C
3436,YNL205C,YNL205C,YNL205C
3438,YLL037W,YLL037W,YLL037W
3439,YPR092W,YPR092W,YPR092W
3440,YMR159C,YMR159C,ATG16
3441,YKL118W,YKL118W,YKL118W
3442,YKL036C,YKL036C,YKL036C
3443,YGL166W,YGL166W,CUP2
3444,YGL239C,YGL239C,YGL239C
3445,YNL203C,YNL203C,YNL203C
3446,YBR278W,YBR278W,DPB3
3447,YDR526C,YDR526C,YDR526C
3448,YIL148W,YIL148W,RPL40a
3449,YDR450W,YDR450W,RPS18a
3450,YDR225W,YDR225W,HTA1
3451,YLR331C,YLR331C,JIP3
3453,YDL083C,YDL083C,RPS16b
3454,YPR123C,YPR123C,YPR123C
3455,YIL069C,YIL069C,RPS24b
3456,YDR008C,YDR008C,YDR008C
3457,YBR277C,YBR277C,YBR277C
3458,YML013C-A,Unknown,Unknown
3459,YGR259C,YGR259C,YGR259C
3460,YGL103W,YGL103W,RPL28
3461,YCR097W-A,YCR097W-A,YCR097W-A
3463,YBR219C,YBR219C,YBR219C
3464,YAL058C-A,Unknown,Unknown
3465,YGL168W,YGL168W,HUR1
3466,YOL121C,YOL121C,RPS19a
3467,YCR031C,YCR031C,RPS14a
3468,YMR172C-A,YMR172C-A,YMR172C-A
3469,YNL171C,YNL171C,YNL171C
3470,YLR171W,YLR171W,YLR171W
3471,YPL278C,YPL278C,YPL278C
3472,YBL070C,YBL070C,YBL070C
3473,YNL338W,YNL338W,YNL338W
3474,YDL187C,YDL187C,YDL187C
3475,YGL042C,YGL042C,YGL042C
3476,YBL095W,YBL095W,MRX3
3477,YBR090C-A,YBR089C-A,YBR090C-A
3478,YNL337W,YNL337W,YNL337W
3479,YHR055C,YHR055C,CUP1-2
3480,YDR431W,YDR431W,YDR431W
3482,YCR063W,YCR063W,BUD31
3483,YDR271C,YDR271C,YDR271C
3484,YIL174W,YIL174W,YIL174W
3485,YMR324C,YMR324C,YMR324C
3486,YGL053W,YGL053W,PRM8
3487,YDR467C,YDR467C,YDR467C
3488,YNL226W,YNL226W,YNL226W
3489,YMR290W-A,YMR290W-A,YMR290W-A
3490,YOL150C,YOL150C,YOL150C
3491,YGR122C-A,YGR122C-A,YGR122C-A
3492,YKL076C,YKL076C,YKL076C
3493,YCL023C,YCL023C,YCL023C
3529,YLR032W,YLR032W,RAD5
3530,YGR014W,YGR014W,MSB2
3531,YKL182W,YKL182W,FAS1
3532,YJL109C,YJL109C,UTP10
3533,YJR031C,YJR031C,GEA1
3535,YDR507C,YDR507C,GIN4
3536,YER105C,YER105C,NUP157
3537,YPR010C,YPR010C,RPA135
3538,YNL054W,YNL054W,VAC7
3539,YBL022C,YBL022C,PIM1
3540,YGL140C,YGL140C,YGL140C
3541,YGL151W,YGL151W,NUT1
3542,YNL139C,YNL139C,THO2
3543,YMR109W,YMR109W,MYO5
3544,YBR012W-B,YBR012W-B,YBR012W-B
3545,YGL094C,YGL094C,PAN2
3546,YLR383W,YLR383W,SMC6
3547,YOR086C,YOR086C,TCB1
3548,YLR071C,YLR071C,RGR1
3549,YBR218C,YBR218C,PYC2
3550,YOR011W,YOR011W,AUS1
3551,YPL160W,YPL160W,CDC60
3552,YML109W,YML109W,ZDS2
3553,YKL004W,YKL004W,AUR1
3554,YPR031W,YPR031W,NTO1
3555,YAR035W,YAR035W,YAT1
3556,YKL046C,YKL046C,DCW1
3557,YJR036C,YJR036C,HUL4
3558,YKL081W,YKL081W,TEF4
3559,YJL044C,YJL044C,GYP6
3560,YOR335C,YOR335C,ALA1
3561,YBR204C,YBR204C,LDH1
3562,YAL056W,YAL056W,GPB2
3563,YOL068C,YOL068C,HST1
3564,YDR258C,YDR258C,HSP78
3565,YIL009W,YIL009W,FAA3
3566,YNL112W,YNL112W,DBP2
3568,YLR304C,YLR304C,ACO1
3569,YHR050W,YHR050W,SMF2
3570,YDL070W,YDL070W,BDF2
3571,YDR168W,YDR168W,CDC37
3572,YDR268W,YDR268W,MSW1
3573,YJL010C,YJL010C,NOP9
3575,YBR078W,YBR078W,ECM33
3577,YMR021C,YMR021C,MAC1
3578,YDR463W,YDR463W,STP1
3579,YDL101C,YDL101C,DUN1
3580,YLR163C,YLR163C,MAS1
3581,YDR506C,YDR506C,GMC1
3582,YER036C,YER036C,ARB1
3583,YBR158W,YBR158W,AMN1
3584,YKR051W,YKR051W,YKR051W
3585,YGR156W,YGR156W,PTI1
3586,YPL060W,YPL060W,MFM1
3587,YER048C,YER048C,CAJ1
3588,YLR303W,YLR303W,MET17
3589,YDR192C,YDR192C,NUP42
3591,YMR125W,YMR125W,STO1
3592,YDR132C,YDR132C,YDR132C
3594,YOR006C,YOR006C,TSR3
3595,YEL036C,YEL036C,ANP1
3596,YDL205C,YDL205C,HEM3
3597,YNL009W,YNL009W,IDP3
3598,YJR153W,YJR153W,PGU1
3599,YHR156C,YHR156C,LIN1
3600,YPL122C,YPL122C,TFB2
3601,YIL145C,YIL145C,PAN6
3602,YKL045W,YKL045W,PRI2
3603,YOR014W,YOR014W,RTS1
3604,YKL150W,YKL150W,MCR1
3605,YKR090W,YKR090W,PXL1
3606,YDR300C,YDR300C,PRO1
3607,YLR226W,YLR226W,BUR2
3608,YMR010W,YMR010W,ANY1
3609,YOR267C,YOR267C,HRK1
3610,YLR070C,YLR070C,XYL2
3611,YNL241C,YNL241C,ZWF1
3612,YER123W,YER123W,YCK3
3613,YLR237W,YLR237W,THI7
3614,YOR368W,YOR368W,RAD17
3615,YPL247C,YPL247C,YPL247C
3616,YNL161W,YNL161W,CBK1
3617,YPR029C,YPR029C,APL4
3618,YGR210C,YGR210C,YGR210C
3619,YPR056W,YPR056W,TFB4
3620,YDR288W,YDR288W,NSE3
3621,YDL091C,YDL091C,UBX3
3622,YPL258C,YPL258C,THI21
3623,YBR123C,YBR123C,TFC1
3624,YOR076C,YOR076C,SKI7
3625,YHL024W,YHL024W,RIM4
3626,YPL134C,YPL134C,ODC1
3627,YPR185W,YPR185W,ATG13
3628,YOR233W,YOR233W,KIN4
3629,YGL185C,YGL185C,YGL185C
3630,YPR180W,YPR180W,AOS1
3631,YIL078W,YIL078W,THS1
3632,YDR354W,YDR354W,TRP4
3633,YBR001C,YBR001C,NTH2
3635,YHL007C,YHL007C,STE20
3636,YBR283C,YBR283C,SSH1
3637,YJL036W,YJL036W,SNX4
3638,YER081W,YER081W,SER3
3639,YEL065W,YEL065W,SIT1
3640,YPR048W,YPR048W,TAH18
3641,YMR081C,YMR081C,ISF1
3642,YCR023C,YCR023C,YCR023C
3643,YKL185W,YKL185W,ASH1
3644,YFL049W,YFL049W,SWP82
3645,YGR149W,YGR149W,GPC1
3646,YCL027W,YCL027W,FUS1
3647,YAL034C,YAL034C,FUN19
3648,YER171W,YER171W,RAD3
3649,YPL055C,YPL055C,LGE1
3650,YJR110W,YJR110W,YMR1
3651,YCR067C,YCR067C,SED4
3652,YMR293C,YMR293C,HER2
3653,YJL131C,YJL131C,AIM23
3654,YGL184C,YGL184C,STR3
3655,YBR076W,YBR076W,ECM8
3656,YKL132C,YKL132C,RMA1
3657,YDR017C,YDR017C,KCS1
3658,YNL165W,YNL165W,YNL165W
3659,YKL021C,YKL021C,MAK11
3660,YGR249W,YGR249W,MGA1
3661,YDR153C,YDR153C,ENT5
3662,YLR149C,YLR149C,YLR149C
3663,YER143W,YER143W,DDI1
3664,YBR069C,YBR069C,TAT1
3665,YKL073W,YKL073W,LHS1
3666,YIL099W,YIL099W,SGA1
3667,YER019W,YER019W,ISC1
3668,YMR203W,YMR203W,TOM40
3669,YHR027C,YHR027C,RPN1
3670,YBR237W,YBR237W,PRP5
3671,YML046W,YML046W,PRP39
3672,YDR124W,YDR124W,YDR124W
3673,YDL042C,YDL042C,SIR2
3674,YLR127C,YLR127C,APC2
3675,YBR127C,YBR127C,VMA2
3676,YML065W,YML065W,ORC1
3677,YEL055C,YEL055C,POL5
3678,YDR244W,YDR244W,PEX5
3679,YDR324C,YDR324C,UTP4
3680,YML114C,YML114C,TAF8
3681,YDR122W,YDR122W,KIN1
3682,YNL123W,YNL123W,NMA111
3683,YER158C,YER158C,YER158C
3685,YDR523C,YDR523C,SPS1
3686,YNL115C,YNL115C,YNL115C
3687,YFR038W,YFR038W,IRC5
3688,YNL248C,YNL248C,RPA49
3689,YHL020C,YHL020C,OPI1
3690,YHR123W,YHR123W,EPT1
3691,YGR046W,YGR046W,TAM41
3692,YOR085W,YOR085W,OST3
3693,YGL158W,YGL158W,RCK1
3694,YOL153C,YOL153C,YOL153C
3695,YJL049W,YJL049W,CHM7
3696,YDR143C,YDR143C,SAN1
3697,YMR210W,YMR210W,MGL2
3698,YGR122W,YGR122W,YGR122W
3699,YNL317W,YNL317W,PFS2
3700,YDR116C,YDR116C,MRPL1
3701,YKR067W,YKR067W,GPT2
3702,YDR245W,YDR245W,MNN10
3703,YNL136W,YNL136W,EAF7
3704,YHL014C,YHL014C,YLF2
3705,YNR038W,YNR038W,DBP6
3706,YDR353W,YDR353W,TRR1
3707,YLR115W,YLR115W,CFT2
3708,YEL058W,YEL058W,PCM1
3709,YOR067C,YOR067C,ALG8
3710,YIL031W,YIL031W,ULP2
3711,YOR313C,YOR313C,SPS4
3712,YFR040W,YFR040W,SAP155
3713,YNL012W,YNL012W,SPO1
3714,YGR065C,YGR065C,VHT1
3715,YPR091C,YPR091C,NVJ2
3716,YIR011C,YIR011C,STS1
3718,YGR237C,YGR237C,YGR237C
3719,YNL127W,YNL127W,FAR11
3720,YHR159W,YHR159W,TDA11
3721,YLR382C,YLR382C,NAM2
3722,YPR160W,YPR160W,GPH1
3724,YOR196C,YOR196C,LIP5
3725,YGL208W,YGL208W,SIP2
3726,YJL088W,YJL088W,ARG3
3727,YML034W,YML034W,SRC1
3728,YBR036C,YBR036C,CSG2
3729,YKL157W,YKL157W,APE2
3730,YAL053W,YAL053W,FLC2
3731,YGR213C,YGR213C,RTA1
3732,YJR126C,YJR126C,VPS70
3733,YMR079W,YMR079W,SEC14
3734,YDR191W,YDR191W,HST4
3735,YLR267W,YLR267W,BOP2
3736,YBR110W,YBR110W,ALG1
3737,YHR117W,YHR117W,TOM71
3738,YKL188C,YKL188C,PXA2
3739,YNL116W,YNL116W,DMA2
3740,YFL016C,YFL016C,MDJ1
3741,YLR423C,YLR423C,ATG17
3742,YCR036W,YCR036W,RBK1
3743,YIL021W,YIL021W,RPB3
3744,YDR055W,YDR055W,PST1
3745,YHR178W,YHR178W,STB5
3746,YMR120C,YMR120C,ADE17
3747,YPR108W,YPR108W,RPN7
3748,YEL064C,YEL064C,AVT2
3749,YJR008W,YJR008W,MHO1
3750,YDR320C,YDR320C,SWA2
3751,YKL012W,YKL012W,PRP40
3752,YMR212C,YMR212C,EFR3
3753,YBR029C,YBR029C,CDS1
3754,YER049W,YER049W,TPA1
3755,YKL162C,YKL162C,YKL162C
3756,YDR352W,YDR352W,YPQ2
3757,YLR019W,YLR019W,PSR2
3758,YNL304W,YNL304W,YPT11
3759,YBR159W,YBR159W,IFA38
3760,YGL209W,YGL209W,MIG2
3761,YLR129W,YLR129W,DIP2
3762,YDR502C,YDR502C,SAM2
3764,YOL062C,YOL062C,APM4
3765,YBR238C,YBR238C,YBR238C
3766,YHL040C,YHL040C,ARN1
3767,YLR220W,YLR220W,CCC1
3768,YNL055C,YNL055C,POR1
3770,YPL156C,YPL156C,PRM4
3771,YCR047C,YCR047C,BUD23
3772,YKL095W,YKL095W,YJU2
3773,YNL252C,YNL252C,MRPL17
3774,YDR429C,YDR429C,TIF35
3776,YPL232W,YPL232W,SSO1
3777,YOR255W,YOR255W,OSW1
3778,YGR172C,YGR172C,YIP1
3779,YPR009W,YPR009W,SUT2
3780,YJR150C,YJR150C,DAN1
3781,YBL010C,YBL010C,YBL010C
3782,YLR136C,YLR136C,TIS11
3783,YER023W,YER023W,PRO3
3784,YNL151C,YNL151C,RPC31
3785,YGR042W,YGR042W,MTE1
3786,YOR036W,YOR036W,PEP12
3787,YFR031C-A,YFR031C-A,RPL2a
3788,YNR009W,YNR009W,NRM1
3789,YDR284C,YDR284C,DPP1
3790,YIR016W,YIR016W,YIR016W
3791,YJR144W,YJR144W,MGM101
3792,YBR256C,YBR256C,RIB5
3793,YJR099W,YJR099W,YUH1
3794,YAL059W,YAL059W,ECM1
3796,YOL047C,YOL047C,LDS2
3797,YJL140W,YJL140W,RPB4
3798,YJR074W,YJR074W,MOG1
3799,YMR147W,YMR147W,YMR147W
3800,YJR056C,YJR056C,YJR056C
3801,YDR140W,YDR140W,MTQ2
3802,YGL101W,YGL101W,YGL101W
3803,YJR050W,YJR050W,ISY1
3804,YOR284W,YOR284W,HUA2
3805,YDL059C,YDL059C,RAD59
3806,YMR188C,YMR188C,MRPS17
3807,YER002W,YER002W,NOP16
3808,YHL044W,YHL044W,YHL044W
3809,YOR089C,YOR089C,VPS21
3810,YLR168C,YLR168C,UPS2
3811,YJL004C,YJL004C,SYS1
3812,YOR232W,YOR232W,MGE1
3813,YGL037C,YGL037C,PNC1
3814,YJL096W,YJL096W,MRPL49
3815,YKL065C,YKL065C,YET1
3816,YOL071W,YOL071W,SDH5
3817,YDR071C,YDR071C,PAA1
3818,YJL124C,YJL124C,LSM1
3819,YOL159C,YOL159C,CSS3
3820,YFR026C,YFR026C,ULI1
3821,YCR003W,YCR003W,MRPL32
3822,YLR402W,YLR402W,YLR402W
3823,YJR055W,YJR055W,HIT1
3824,YNL046W,YNL046W,YNL046W
3825,YPL038W,YPL038W,MET31
3826,YKL013C,YKL013C,ARC19
3827,YGL196W,YGL196W,DSD1
3828,YOR163W,YOR163W,DDP1
3829,YCL026C-A,YCL026C-A,FRM2
3830,YHR180W,YHR180W,YHR180W
3831,YGL222C,YGL222C,EDC1
3832,YFL051C,YFL051C,YFL051C
3833,YML011C,YML011C,RAD33
3834,YML036W,YML036W,CGI121
3835,YGL262W,YGL262W,YGL262W
3837,YFL015C,YFL015C,YFL015C
3838,YHL037C,YHL037C,YHL037C
3839,YOR094W,YOR094W,ARF3
3840,YER117W,YER117W,RPL23b
3841,YNL285W,YNL285W,YNL285W
3842,YOR122C,YOR122C,PFY1
3844,YIL012W,YIL012W,YIL012W
3846,YBR269C,YBR269C,SDH8
3847,YGL034C,YGL034C,YGL034C
3848,YOR268C,YOR268C,YOR268C
3849,YHR059W,YHR059W,FYV4
3850,YMR082C,YMR082C,YMR082C
3851,YFR049W,YFR049W,YMR31
3852,YIL028W,YIL028W,YIL028W
3853,YPL062W,YPL062W,YPL062W
3854,YDR504C,YDR504C,SPG3
3855,YCL007C,YCL007C,CWH36
3856,YJR120W,YJR120W,YJR120W
3857,YHL015W,YHL015W,RPS20
3858,YLR269C,YLR269C,YLR269C
3859,YGL226W,YGL226W,MTC3
3860,YCR083W,YCR083W,TRX3
3861,YGL080W,YGL080W,MPC1
3862,YDR224C,YDR224C,HTB1
3863,YJR157W,YJR157W,YJR157W
3864,YOR171C,YOR171C,LCB4
3865,YOL036W,YOL036W,YOL036W
3866,YOL004W,YOL004W,SIN3
3867,YKL135C,YKL135C,APL2
3868,YJL019W,YJL019W,MPS3
3869,YJL194W,YJL194W,CDC6
3870,YML099C,YML099C,ARG81
3871,YML013W,YML013W,UBX2
3873,YBR117C,YBR117C,TKL2
3874,YDR270W,YDR270W,CCC2
3875,YOR054C,YOR054C,VHS3
3876,YBR225W,YBR225W,YBR225W
3877,YMR119W,YMR119W,ASI1
3878,YLR248W,YLR248W,RCK2
3879,YLR443W,YLR443W,ECM7
3880,YNL277W,YNL277W,MET2
3881,YBL082C,YBL082C,ALG3
3882,YOR299W,YOR299W,BUD7
3883,YPR125W,YPR125W,YLH47
3884,YLR175W,YLR175W,CBF5
3885,YJL168C,YJL168C,SET2
3886,YAL017W,YAL017W,PSK1
3888,YIL169C,YIL169C,CSS1
3889,YOL100W,YOL100W,PKH2
3890,YFR024C,YFR024C-A,YFR024C
3891,YHR054C,YHR054C,YHR054C
3892,YMR170C,YMR170C,ALD2
3894,YJL219W,YJL219W,HXT9
3895,YBR118W,YBR118W,TEF2
3896,YLL024C,YLL024C,SSA2
3897,YLL039C,YLL039C,UBI4
3898,YEL070W,YEL070W,DSF1
3899,YOR393W,YOR393W,ERR1
3900,YIL170W,YIL170W,HXT12
3901,YDL229W,YDL229W,SSB1
3902,YML117W,YML117W,NAB6
3903,YLR460C,YLR460C,YLR460C
3904,YHR066W,YHR066W,SSF1
3905,YBR299W,YBR299W,MAL32
3906,YDR545W,YDR545W,YRF1-1
3907,YJL138C,YJL138C,TIF2
3908,YHR216W,YHR216W,IMD2
3909,YGR254W,YGR254W,ENO1
3910,YJR156C,YJR156C,THI11
3911,YGR292W,YGR292W,MAL12
3912,YHR010W,YHR010W,RPL27a
3913,YBL002W,YBL002W,HTB2
3914,YOR309C,YOR309C,YOR309C
3915,YDL096C,YDL096C,YDL096C
3916,YGR011W,YGR011W,YGR011W
3917,YLR198C,YLR198C,YLR198C
3918,YJR018W,YJR018W,YJR018W
3919,YGR073C,YGR073C,YGR073C
3920,YIL052C,YIL052C,RPL34b
3921,YGR151C,YGR151C,YGR151C
3922,YHL046C,YHL046C,PAU13
3923,YGL261C,YGL261C,PAU11
3924,YML035C-A,Unknown,Unknown
3925,YLR294C,YLR294C,YLR294C
3926,YCR097W,YCR097W,HMRA1
3927,YBR232C,YBR232C,YBR232C
3928,YER056C-A,YER056C-A,RPL34a
3929,YAL068C,YAL068C,PAU8
3930,YPR130C,YPR130C,YPR130C
3931,YKL169C,YKL169C,YKL169C
3932,YLR062C,YLR062C,BUD28
3933,YPR076W,YPR076W,YPR076W
3934,YLR061W,YLR061W,RPL22a
3969,YHR079C,YHR079C,IRE1
3970,YDR291W,YDR291W,HRQ1
3971,YMR259C,YMR259C,TRM732
3972,YPR184W,YPR184W,GDB1
3973,YER172C,YER172C,BRR2
3974,YJL042W,YJL042W,MHP1
3975,YGL016W,YGL016W,KAP122
3976,YGL156W,YGL156W,AMS1
3977,YHL023C,YHL023C,NPR3
3978,YOR330C,YOR330C,MIP1
3979,YBL063W,YBL063W,KIP1
